Comment,Author
아앍 한별님 사이다ㅜ나도 너 안 만나요 개 사이다,@user-fz9wi2jf6l
대답하면서 마지막에 너무 슬퍼보여서 댓글 남겨요 멘탈 강한거 알지만 그래도 언니 응원하는 마음 전하고 싶네요 좋은밤보내세요,@mjkim6183
정말 한별님 말씀하시는거 들으니 다시한번 반하게되네요 특히 악플에 대응하는 한별님에게 무시해라 신경쓰지마라라고 위로의 의미로 한 저의 행동이 잘못됐단걸 깨닫게됐어요 이런 부분에서 명확하게 자신의 의사를 밝혀주시는 모습이 대단하기도하고 멋있어요 ㅋㅋㅋ 그리고 번외 얘기지만 진짜 한별님 초창기때 한 4년전겠네요 그땐 정말 금수저부티난다이런생각 딱히 해본적 없어요 그냥 유튜브 열심히 하시고 거기에따라 돈도 버시고 점점 잘 꾸미게되니 사람들이 발전된 모습만 보고 무례한 말을 하는거같아요 물론 그때나 지금이나 아름다운건 여전하죠 유튜브하면서 멘탈 깨질때도 많고 지칠때도 많았을텐데 꾸준히 함께해줘서 너무너무 고마워요 항상 응원하고 사랑해요,@rough_mustache
한별님 댓글에 대한 답변을 조목조목 대답해주셔서 좋아요 혹시라도 악플이 달리면 쌍욕해요 모니터 뒤에 사람있는데 그따구로 댓글 다는 놈들은 쌍욕을 먹어도 싸요 저 항상 한별님 영상 보면서 응원하고있어요 그러니까 앞으로도 유튜버 활동 즐겁게 하시면서 별처럼 반짝반짝 빛나주셨으면 좋겠어요,@user-zm3we6xc7i
정말 너무 똑부러지게 말을 잘 하시는 것 같아요 악플이 잘못된게 맞아요 애초에 한별님이 악플받을게 뭐있다고 저러는지 진짜 그리고 악플무시하라는 말은 진짜 악플러들에게 힘을 실어주는 것이라고 생각해요 잘 짚어주신거같아요 댓글은 처음 쓰는 것 같은데 한별님 영상 예전부터 잘 보고 있습니다 ㅎㅎ,@Berry-gz6of
소신있게 답해주시는게 제가 다 속이 시원하네요 사회생활하면서도 많은 사람들의 평가나 그들의 주관적인 생각을 들을 때 저도 한별님처럼 제 생각을 잘 말했으면 좋겠네요,@user-yj2ld6tc3q
으이구 얼마나 못 났으면 어후언니 하고 싶은거 당당히 하면서 영상 찍어 주세요,@jinzo00
한별님 하고싶은거 다해요 응원합니다 영상 댓글은 처음 달아요  화이팅,@crystal-yb6ld
언니 저 언니 코스알엑스처음소개해주셨을때 이런말 하기도 좀 그렇지만 초창기때 예전에 정말 매일같이 영상 보고 인스타 보다가 고등학교 와서 공부때문에 거의 못보고 수능끝나서 이제서야 봐요 언니 명품하울 자주 하신다는 얘기 듣고 혹 나쁜얘기듣고 속상해하시진 않을까 걱정했었는데 물론 속상하셨을테지만 직접 말씀하시면서 당당하게 보여주시는 모습이 정말 멋져요 저도 언니처럼 저한테 이유없이 못되게 구는 사람들은 쿨하게 넘기고 싶은데 아직까지도 그게 잘 안되네요ㅎㅎ 영상 쭉 보고있는데 그동안 많이 힘드셨던것같아요 중간에 좀 쉬시기도 하고 쉬는 것만으로는 해결되지 않는 피로가 있죠 여행도 취미도 하루종일 늘어져도 잠시 기분이 좋거나 아니면 그렇게 몸을 움직여도 별로 크게 기쁘지 않을 때가 있죠 물론 전 아직 어려서 세상을 잘 모르긴 하지만 저도 수험생활하면서 정말 많이 겪은 것 같아요 이런 게 요즘 말하는 우울증인가 싶기도 하구요물론 언니는 너무 멋지게 이겨내셨을테지만 아무것도 모르는 열아홉살이 따뜻한 조언의 한마디 건네자면 언니를 응원하고 있고 불쾌한 내용의 댓글을 받고 속상해하실 언니를 걱정하는 사람들이 아주 많은 것 같아요 군계일학이라는 사자성어가 있는데 학은 닭 속에서 빛나는 존재라서 다른 이들의 눈에 띄고 좋은 평가를 받겠지만 닭들은 그런 학을 싫어하지 않을까 하는 생각을 저는 하곤 했어요 지금 언니를 시기하는 사람들도 그런 것이 아닐까 싶어요 어쩔 수 없으니 받아들이라는 뜻은 아니구요 그냥 언니가 너무 빛나는 사람이라서 어떤 사람들은 그런 언니를 많이 시기하나봐요 그러니까 너무 속상해 마세요 저도 수능 끝나고 친구들이 저한테 너무 날카롭게 대하고 같은 장난을 쳐도 저만 손가락질받는 것 같아서 너무 힘들었는데 그냥 현아님 39잘나가서 그래39 들으면서 이겨냈던 것 같아요 그리구 힘들었고 이런 댓글을 보면 어떤 생각이 든다고 솔직히 말씀해주셔서 감사해요 제 개인적인 생각이지만 카메라 앞에 서는 건 언니의 일이지 일상은 아니라고 생각해요 이렇게 작은 생각 공유해주시는 것만으로도 굉장히 고맙게 생각하고 있어요 그렇다고 꼭 속마음을 털어놓으실 필요도 없어요 말 그대로 카메라 앞에 서는 건 언니의 일상이 아니니까요 저는 믿어요 힘든 일이 생겼을때 별별이들 말고도 언니를 토닥여주고 좋은 기분을 북돋아줄 수 있는 사람이 언니 주변에 있다고요 그러니까 언니 편하실 대로 하세요 언니는 그게 젤 멋져요너무 두서없이 떠들었죠 사실 언니는 저 모르시겠지만 제가 혼자 반가워서 이것저것 주절주절해봤어요 제가 지금 그리고 다가올 저의 이십대에 가장 본받고 싶은 사람은 거짓말 안보태고 언니일 것 같아요 그러니까 앞으로도 언니의 사람 할게요 있는 그대로의 모습이건 영상을 위해 다듬은 모습이건 둘 다 언니라는 건 다르지 않으니까요,@user-pv3xg9uf2p
완전 공감인게 저도 막 무시하세요 하는 댓글보면 이해 안갔는데,@eey9570
댓글 웃기넹  열등감이 이렇게 무서운거구나앙 부들부들 ㅋㄹㄹㅋㄹㅋㅋ,@user-vj4ru2ee1x
아니 다들 오지랖이 정말 대단하시네요,@user-kz5wr9my3v
흑발이 최고 이쁩니당 젤 잘어울려요 이뻐용,@user-cy3zt1hi6y
언니 너무 멋있어요,@user-kb6mv2ef8q
한별님 말 정말 똑부러지게 잘하시고 생각도 깊은거 같아요  모든사람한테 다 잘 보일필요 없능거 같아요 언제나 화이팅 하세요,@tiffanyheo1495
한별님은 항상 봐왔지만 정말 성숙하고 배울점이 많아요  세상에는 정말 자기 입맛대로 구는 사람들이 많은데 거기에서도 한별님 주관을 가지고 흔들리지 않는 모습이 정말 강인해보여요 물론 전혀 신경 안쓰진 않겠지만 한별님 뒤에는 한별님 응원하는 사람들이 훨씬 많으니까 걱정하지마세요 ㅎㅎㅎ,@user-rd9mo7sb4d
언니 말 너무 잘해요 사랑해요,@user-tf8ke1ox7m
한별님 영상 준비하시면서 악플들로 상처 받았던 마음이 조금이나마 정리되셨길 바래요 항상 영상 잘 보고 있으니 앞으로도 좋은 영상 기대할게요,@user-rd3gm7ey9r
언니 너무 이뻐요 오랜만에 겟레디 보고싶어요ㅠㅠㅠ 언니가 스페인에서 찍어주는 영상보고 제 버킷리스트중에 하나가 스페인에서 살기 됐어요 저 나중에 스페인에서 살면 우리 만나요,@user-cy1in6zr3p
너무 멋진 여성이에요 언니,@you-if3oe
말되게잘하신다,@user-os5hb7ye4d
사람들에게 상처만 주는 모든 악플러들이 싸그리 없어지는 그 날이 언젠가는 오기를 바래요 한별님 화이팅,@Yeji1027
한별님 말씀 들어보면 항상 맞아요 그럴수 있어요 라고 먼저 공감해주시는데 너무너무 좋은 화법같아요ㅜㅜ 배워갑니당 ㅜㅜ,@jinheekim5459
왜 수저수저거려 사람인데,@marykim9625
영샅 보면 볼수록 언니 말 너무 잘하는거 같아요 저의 혼잡했던 생각들을 다 정리해서 말해주시는 한별언니짱 ㅜㅜㅠ,@marykim9625
혹시 별별 공식 팬클럽 같은 거 있나요 가입하고 싶은데,@sangoom25
같은 말이 반복되는 편집인 것 같아서 초큼 루즈 해지는 것 같네요,@user-uc1wx7gk3j
예쁘니까 사는거지 하나또 안예쁜데 많이 들을 수 있는거 사도 안들거 같은데,@marykim9625
언니 사랑해요 너무 소중해요,@user-ye9yq5nt1z
앜ㅋㅋㅋㅋㅋㅋ 나도 너 안만나요 이거 ㅋㅋㅋ 개사이다ㅠㅠ  언니 사랑함다 올만에 왔지만 마음이 아프네요ㅠㅠ,@Sayy_What
재미라기 보다는 마음이 아픈 영상이였어요,@NoWorryAU
세상에는 정말 무례한 사람들이 많고 남한테 별별 관심을 다 갖고 비난하는 사람들이 많은 것 같아요 제발 자기 인생이나 돌아보고 생각했으면,@user-sm9cg5nc1u
한별언니 완전 사이다 진짜 지금까지 답답했는데ㅠㅠㅠ,@siya-fl9cr
와 근데 말 진짜 잘하신다,@yeon7751
언니의 당당한 행보를 응원하는 오래된 별별입니다,@00oor
진짜 악플러들 사회악임,@user-ci8ex5we1e
불편할얘기를넘나 조곤조곤 성숙하게 얘기하시는것,@user-bg7vy4so2d
언니 목소리 나긋나긋하니 굳 ㅠ,@user-qd2yq4rl5l
맞아요 악플다는사람이 나빠요,@songheeyang7255
영상 잘 보고 있어요    늘 응원합니다,@yetiatommare9928
항상 그렇듯이 아름다운 한별님,@00oor
멋진 가치관이 단단히 확립된 분이신 것 같은데다 그 생각들을 이렇게 유창하게 말로 풀어낸다는 게 누군가가 볼 땐 단순한  같을 수 있겠지만 말로 사람들의 마음을 움직이고 설득하시는 느낌이 들었어요 한별님의 이야기로 제 마인드가 더욱 단단하고 건강하게 쌓여가는 느낌이라 영상을 보며 너무 좋은 에너지를 얻었네요 고마워요 한별님,@heiwsfsfa7288
악플러들 악플달지마라 그거 다 너네한테 돌아가는거야 어떤방법으로든쨌든 우리 언니 오늘도 화이팅하구 좋은일 가득하길 바라요사랑해요 한별언니,@user-yz3ez8kh7e
한별 언니는 좋아하는 패션싫어하는 패션이 뭐예요,@user-jd1yd2vq1j
손가락욕할때 수줍어하는거 너무 귀여워요 ㅋㅋㅋㅋㅋ 금전적인걸 떠나서 개인적으로 언니의 생각과 행동에서 부티가 나는 것 같아요 뭔가 현명하고 여유로운 저는 언니 영상으로 대리만족해서 좋은데 꼬인 사람들이 참 많네요,@daguduck
제 기준 누가 예민하다고 하는게 가장 기분 나쁘고 정신 갈리는 일 같아요ㅜ대개 그 말하는 사람들은 주변에 피해를 주면서정작 자신은 1도 피해를 입기 싫어하더라구요그 말 왜 하겠어요 자기는 불편한거 없이 맘대로 하고 싶은데 욕먹으니 욕한 사람이 바뀌라는 심보잖아요피해망상으로 정신과 다니는 친구한테도 제가 모든걸 알 수도 없고 그 말이 해결책이 아니니까 39예민해서 그래 신경쓰지마39란 말 못하는데 지들이 의사도 아닌데 무슨 권한으로 얘기하는지 모르겠네요,@sobani37
한별님 영상 가끔 보거든요여러가지 브랜드를 다양하게 보여주는것도 좋고 가격에 가치를 두기보다는 본인의 스타일 주관이 뚜렷한것도 너무 좋아요입으신 옷들 예쁜것 너무 많았구요 스타일도 너무 좋으신것 같아요말도 예쁘게 하시고요오늘 입으신 옷도 모델이 입은것 보다 더 예쁘네요앞으로도 좋은 영상 보여주세요,@user-ut6fi7xo1o
편집자 바뀐거 눈치 못챘는데 실제 보지는 못했지만 이렇게 이야기 하면 실례인 것 같은데음 뭐라해야 되지 편집자분 실력이 좋은 것 같아요 항상 영상 잘 보고 있어요,@user-no1bf5cx4g
말하는거 너무 고급스러워요 ㅎ배우고 싶어요,@user-mf8zb6mw6u
언니 넘 좋아용,@user-ef5kw8qu8m
늦은시간에 내심 불편하지만 차분하게 하나하나 말씀을 이어가시느라 고생하셨어요 그리고 악플러들과 그들을 대하는 사람들의 반응에 대해 중요한 시사점을 안겨주는 아주 훌륭한 영상이라고 생각해요 지금은 점차 나아지고있지만 잘 참고 견디는 것이 미덕이라 여기는 한국의 옛된 뿌리문화인식이라고 해야될까요 그런것이 악플에 반응하는 사람에게 왜 그런 악플을 단순히 무시하지못하냐고 되려 인내심을 기대하는 행동으로 나오는거같아요 영상 잘 봤습니당,@beccakang918
언니ㅜㅜ 진짜 저렇게 말하는 사람들 얘기 다 듣지마요들을 필요가 없어요 언니 진짜 사랑해요,@mingcutpink
50대 아줌마 인대 내딸도 한별님 처럼 살기바랍니다유튜브 많은대 자신과 맞는 유튜브 영상보면돼지 왜 궂이 보면서  악플다나요직장살림 하면서 한별님 영상보면서 저는 힐링합니다,@user-zq2pw5pq4k
언니 영상을 많이 봤지만 역시 이렇게 말하는 한별님 모습 정말 멋있어요 진짜 반한다 반해,@user-ep9jq1ho4f
이 를 볼수록 사람들이 사회에서 심지어 가족들속에서도 함부로 제몸이나 다른요소들을 평가하고 주관적으로 기분이 좋지않은말을 해놓고서 이정도는 니가 이해해야지 니가 너무 예민한거야 라는말들을 정말 많이들었고 아 그게 맞는건가 정말 그게 당연한걸까 하는생각을 많이 했으나 한별님영상보면서 역시 당연하지않구나 흔들리지 말아야지 하는 생각이들었어요감사합니다 한별님,@user-zy3xi9xi9z
다시 한번 한별님 생각이 뚜렷하구나 강하구나 느꼈고 강한 공감을 느꼈습니다 정말 악플 다는 사람들은 현재 수준보다 큰 처벌 받아야한다고 생각해요 악플을 무시하면 안되고 악플 다는 사람들을 진짜 반성하고 나쁜 행동이라는 걸 알려줘야한다고 생각해요 내로남불 진짜 많더라구요 자기가 악플 달면서 악플 아니라고 생각하는 사람들 싫으면 그 사람들이 안 보고 안 들으면 되는 거지 밑에 굳이 영상 찍는 사람이 그걸 보면서 참을 필요 없다고 생각합니다사실 평소에 한별님 명품 하울 하는 거 보면서 부럽게 생각한 적도 많이 있어요ㅎㅎㅎ 대리만족 하고 그랬는데 별별님들 보여주려고 소개해주려고 저렇게 구매하시려면 얼마나 노력하셨을까 라는 생각도 들었어요 저도 오늘도 더 열심히 살려구요 항상 영상 잘 보고 있어요,@user-xq3ke2vv2m
금수저나 천재나 같은 인식이네요 공부 잘하는 사람들 보고도 천재라고만 칭하면서 그 사람들의 노력을 없는 취급 하고 자기가 천재가 아니라서 못 하는거다 라고 자기 합리화 하니까요,@user-mu8jz8ee5n
금수저란 말이 상대방의 노력을 폄하한다고 생각할 수 있겠지만 또 반대로 누가봐도 금수전데 아니라고 하는사람들 보면 도둑맞은 가난얘기가 떠오르기도 하네요,@narakim8489
부모님이 무슨 직업이신지 궁금하네용,@user-mu8jz8ee5n
8331353 답변을한다고해서 답이있는질문인가,@user-zy3xi9xi9z
말을 너무 예쁘고 올바르게 잘 하시는 것 같아요,@user-mu8jz8ee5n
금수저라고 본인이 판단 내리고 비난하는 행동들은 본인 내면이 흙수저라는걸 증명하는 가장 빠른 방법인듯,@hyewonoh248
한별님 마지막 말에 너무 공감하고 가요 ㅠㅠ 저도 예전에 알바하던곳에서 비슷한 일이 있었는데 피해자인 나한테 사람들이 무시하라며 위로를 하는데 그게 저는 참 어이가 없었어요 마치 내가 예민한 사람이고 그냥 무시하고 넘기면될 일에 왜 열을 내냐고 진짜 이게 말인지 방구인지 차라리 옆에서 가해자가 너무했다 괜찮냐 이런식으로 공감과 위로를 해줬으면 좋았을텐데 한별님 마음 백프로 이해하구 절대 이상하게보지 않으니까 앞으로도 도가 넘는 악플에는 따끔하게 답글 남겨주세요,@eunnysong6954
그냥 뷰티유튜버를 막 구독해서 보다가 한별언니은 영상하나하나 잘 보고 있어요예전부터 느끼는 거지만 한별언니는 참 바른 사람이게 맞는 말인지 모르겠다아인 것 같아서 닮고 싶다고 생각하고 있어요 항상 멋있는 사람이구나 하고 생각이 들어서 더더 좋아진 느낌,@_its128
아니 애초에 금수저 흙수저 이야기 왜 나오는지 모르겠어요 ㅠㅜㅠㅜㅜ 진짜 제가 구독하시는 분들 큐앤에이에 포함되는 질문으로 이런 이야기 올라올때마다 거슬릴정도에요  한별님이 하시는 컨텐츠랑 직접적으로 무슨 관련이 있는건지 모르겠어요 본질적인 부분이 아니잖아요 물론 흙수저인데 유튜브를 위해서 대출을 받아서 명품하울을 찍었다던지 등 잘못된 목적을 가지고 만들어진 영상은 소비하면 안되겠지만 금수저인지 흙수저인지 그거 파악할려고 영상 보는거 아니잖아요 ㅠㅜㅠㅜ 무슨 의도로 그런걸 물어보는거에요 본인 열등감 표현하려고,@user-ir4lf5ir9p
내 여친은 안저래서 다행이다라니 헛소리도 다채롭게 하네요 진짜 한심하고 바보같은 말이네요 한별님이 그런 댓글보고 얼마나 황당했을지ㅠㅠㅠ,@user-br1zm8dx8x
글쎄요,@jh02011
제 스타일이 아닌 제품들을 구매하고 입고 행복해하시는 모습이 그리고 지금 내 힘으로 마련할 수 없는 고가의 브랜드에 어떤 제품이 있는지 항상 궁금한데 사시고서 예쁘지 않냐며 행복하게 보여주시는 모습이 늘 좋아요아 저런 옷을 입을 때는 저렇게 코디하는 게 좋구나를 배우기도 하고 한별님과 스타일은 달라도 늘 팁을 얻어가는 편이기도 하고 명품에 대해 더 알고 싶은데 지루하게 말씀 해 주시는 게 아니라 간단한 소개와 함께 제품에 대해서도 알려주시고 하니까 오히려 쉽게 귀에 들어오고 눈에 들어오더라구요그리고 메이크업템들이나 기초템들도 사실 저렴이보다는 고렴이들이 퀄리티가 좋은 건 많은 경우를 보면 알게 되지 않나요저 같은 경우에는 사실 트러블이 많은 피부인데 금전적 여유가 되지 않아서 트러블이 미친듯이 올라와도 관리를 나중에 방학 때 여유 생기면 해야지 이런 느낌이었는데 조금 학생 입장에서 중고렴이템이었지만 이제 4일차 사용인데 효과를 엄청엄청 보고 있습니다코스알엑스 흔적세럼 수능 끝나고 할인 들어가서 때마침 샀는데 진짜 잘했단 생각이 들어요할인이 들어가서 크게 부담되지 않는 선에서 제품을 사고 그 효과를 볼 수 있다는 게 아무도 알려주지 않았는데 좋아서 열심히 하는 언니가 알려준 템으로 화장할 때 거울볼 때도 기분이 좋고 트러블 때문에 빈닟이 부끄러웠는데 며칠만에 그걸 극복 해 낼 수 있다는 게 얼마나 좋아요시선은 조금만 돌리면 되는 거고 생각도 조금만 변화하면 되는 거에요어려운 일이지만요하지만 본인 삶에 있어서 시선과 생각의 전환이 얼마나 큰 영향을 미칠지는 아무도 알고 있지 않아요경험 해 본 사람들만이 알지긍정적이게 생각하면 긍정적인 삶이 되는거고 부정적이게 생각하면 부정적이게 되는 거에요부정이 나쁘다는 건 아니지만 본인의 부정적인 면으로 인해서 긍정들을 숨죽여 울게 만들고 소중한 별들을 잃게 만드는 건 그건 엄연히 잘못된 일이며 긍정들은 거기에 반항하고 표현하고 대항하는 게 마땅하고 그랗게 해서 긍정들이 더 강해져서 부정을 물리치고 수많은 별들을 지켜내는 것이 모두를 위해서도 좋다고 생각해요,@kku0428
한마디 한마디가 띵언이다,@user-ov5sc6bz9l
악플에 대해 반응하는 한별님에게 왜이렇게 예민하냐는식의 말 좀 하지 마세요 본인이 욕먹어도 그럴텐가요 공인은 잘못안해도 욕먹는게 마땅하나요 악플은 악플이에요 의견을 말하는거랑 악플이 다른 것 정도는 구분할 수 있잖아요,@user-ft5
언니의 인테리어 소품도 너무 궁금해용 볼 때마다 예뻐서,@user-tx2uu1ry5h
한별님 누구나 내가 살아온 가정을 모르니까 보이는 걸로 다라고 생각하는 사람이 많고 누구나 똑같은 생각을 하잖아요 그리고 댓글에 일일히 한별님이 신경을 안 쓰셨으면 좋겠어요 왜냐하면 그런 댓글에 신경을 쓰다보면 한별님이 스트레스를 받고 몸 건강에 안 좋으니까  한별님은 소중한 사람 이니까,@jung4353
크림치즈마켓 영상 보고 계속 구독하고 있는데 자기 주관이 뚜렷하신 것 같아서 너무 좋아요 ㅠㅠ 본받고 싶네용,@user-yd4gz2vn6q
한별언니 누가뭐래도 명품길만 걸어 벼리언니 주접팬1호,@user-pu4wq9sl9p
사는 환경이 다른걸 인지하고 영상을 보든 인스타를 보든 하세요 제발ㅠㅠ 왜 엄한데서 화풀이야ㅠㅠㅜㅠ사람이라면 인지능력은 있잖아요제발제발제발 인지능력갖고 뭐가다른지 알고 보세요 아님 아무생각을 하지말고 보시던지,@suminpark5256
아무리 예뻐도 페미성향 동성애 옹호하는 남자나 여자는 안만납니다아 그 사람들이 절 안만나줄거라구요그럼 감사하구요,@user-vj6ew1ow7o
나도 너 안 만나욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 언니 사이다예요,@wonkwonke
언니이 피곤하실텐데 수면 충분히 취하세요 항상예쁜 말 많이 듣고 살자구요 우리 나쁜 말은심한욕 힘내요 언니,@user-zu4ip2ju8g
스페인 가보고싶당,@user-fx9rh1fm1s
그런 질문 하는 사람들한테 똑같은 질문하면 바로 화낼거면서 왜 그런 질문을 하는지 도무지 이해가 가지를 않네요ㅠ  참으라는 말 신경쓰지말라는 말이 한별님께는 더욱 부담스러우셨다고하니  제가 너무 한별님의 기분입장상황을 생각하지못했다고 생각이 들었어요 앞으로는 이런 일이 있으면 한별님 말씀처럼 39그러지마39라고 할거예요 이렇게 또 하나 배워갑니다 항상 많은 걸 알려주셔서 감사해요,@user-pe4gi3gw6g
언제나 응원하고 있어요 영상도 늘 잘 보고 있답니다 스트레스 받으시는 게 슬프지만 이렇게 단호하게 차근차근 하시고싶은 말씀 해주시는 것도 좋아요ㅠㅠ 조곤조곤 차분하게 옳은 말 해주시는 걸 보면서 왠지 제가 위로받고 단단해지는 기분이 들어요 행복하셨으면 좋겠습니다,@user-kr4cd4oq3w
사랑해요 다필요없고 언니 쵝오야 크으 스트롱사이다였어,@user-co6bd8eu5e
저였으면 정말 기분나빠서 이런 영상 찍기 힘들었을거 같은데 한별님 나름대로 열심히 영상 찍어주신게 보여서 더 맘아프네요 그래도 한별님께서 당당하게 할말 해주시고 그러는게 너무 좋네요 무례한 사람들한테는 착하게 댓글 달려고 노력하지 않으셔도 돼요 그 사람이 잘못된거지 언니가 잘못하신게 아니니까요 늘 솔직하고 당당하게 말해주시는 한별님 애정합니다 평소에는 댓글 잘 안달다가 오늘은 꼭 달고 싶었어요,@user-fi1vx1cs5h
이런거 하나하나 한별님이 답변하실 필요가 있을까요 굳이 설명하지 않으셔도 됩니다 한별님을 우리가 다 알 필요도 이유도 없고 그러지 않아도 한별님의 컨텐츠를 재미있게 잘 보고 있어요 그거면 된거 아닌가요,@_catvlog5186
한별님 영상에서 입는 옷 정보 알려주실수 있나요,@user-cx3zj9iq2y
가는 말이 고와야 오는 말이 곱다란 말이 그냥 있는게 아닌데 말이죠  비판과 무조건 적인 비난은 분명히 다른데   제발 악플러들 최근 안타까운 사건들 보면서 경각심 좀 가지고 그만 했으면 좋겠어요 정말로 생각없이 툭 던진 한 마디 말이 받는 사람에겐 칼이 될 수있다는 걸 알아야 할텐데,@moodcela16
한별님 성숙하셨네요채널이 크는 이유가 있는거 같아요,@mindcody
무례한 사람이 많네요 ㅠㅠ 한별님 맘고생하셨겠어요 ㅠㅠㅠ 저는 그냥 무플로영상 보며 좋은 정보 알아가던 사람인데요 보다가 너무 힘드셨을것 같아서 응원차 댓글 달아요 저처럼 무플이지만 한별님 영상으로 좋은 정보 알아가고 좋아하는 분들이 더 많을 거라 생각해요,@venti1107
악플다는 사람이랑 인종차별하는사람이랑 다를게 뭐가있어 그 악플 다는사람도 인종차별받으면 빡칠거면서 진짜 악플좀 안달았으면 세상에 예쁜말을 해도 아까운 시간인데 한별님 말씀이 맞아요 ㅠㅠ 영상 잘보고있어요 나긋하게 얘기하시는게 너무 좋아서 친구들이랑 항상 한별님 좋다고 얘기해요 항상 좋은영상 기대할게요,@everythingcounts5054
명품은 많이 버니까 살 수 있는 거죠 능력이 부족하고 남을 질투하는 사람들 참 많네요 보기 싫으면 안보면 되는거 굳이 악플 달고 그렇게 하는 사람들 진짜 수준이하예요,@dynamic_animal
한별님 속이 다 시원합니다 본인의 생각을 이렇게나 잘 이야기를 할 수 있음이 멋지네요 응원합니다,@user-yj3bw6hj9v
저는 이해 안가는게 한별님이 왜 저런걸 설명하셔야하죠 사람마다 다른 생각을 가지고있는건 당연한건데,@christinacho2532
우와 스페인에 그렇게 오래 사셨는데 한국어구사를 굉장히 잘하시네요 보통 어린나이에 이민간 사람들 유학생들은 한국어가 어눌해지는 경향이 많은데 오늘 큐엔에이 듣고 놀랐어요,@user-tx7tv1ii8q
저런 말들에 상처받으셨겠지만 하나하나 답변해 주시는게 멘탈 진짜 좋으시네요ㅠㅠ 항상 잘 보고 있어요 영상 감사합니다,@user-uk1io2ed4z
저도 이번 휴가때 바르셀로나를 다녀왔는데 정말 아름다운곳이었어요 혹시 유럽가시는분들 있다면 무조건 추천해요 저는 미국에 살면서 고딩때 배웠던 스페인어를 떠올리며 여행했어요 ㅎㅎ 스페인 사람들의 여유 청춘 낭만 자유 그런게 너무너무 감동스럽게 다가왔어요 한별님도 그런부분에서 반하신건지 그리고 한별님은 천상계에서 비슷한분들과 어울려서 악플다는 사람들과 실제로 만날일도 없겠지만 세상엔 진짜 이상한사람들이 많더라구요 ㅎㅎ 그냥 너무 부러워서 그런거겠죠 혼자 그렇게라도 해야 정신승리하는,@ceekay7422
한별님 그런 댓글 다는 사람들은요 열등감 질투에요 본인들이 가진게 없으니 비싼 명품 못사고 선물해줄 사람도 없고 명품을 사도 손떨면서 사니까 오래써야되고 그런 등등이 이유로 질투와 열등감을 느끼기 때문에 공격적인 댓글을 다는 것 같아요 저는 금수저도 아니고 돈도 없어서 명품을 사지 못하고 명품의 가치를 아직 알지 못해서 굳이 사야하나 싶은 생각도 들지만 한별님이 명품을 사는 것을 보면서 저런 댓글들 같은 생각을 하거나 그런 댓글을 달거나 한적은 없어요 그냥 정상적인 사람이라면 그런 걸 보고 그냥 지나가거나 혼자 생각하지 상대방이 기분나쁠말을 댓글로 달아서 악플러가 될 이유가 없는 것같아요 한별님은 그걸 너무 잘 알고 계셔서 대처를 잘해오셨구요 ㅠㅠ,@user-ud5ut1yc2l
아니 나 이사람꺼 안보는데 왜자꾸 목록 나옴 한별이래서 박한별인줄 알았네  연예인이라서 자꾸 나오나했네,@user-jl7tw2zm2p
개버러지들때문에 같이 기분 팍 상하다가도 언니 얼굴보면 다 풀려요 오늘 메이크업 그냥 언니한테 찰떡이에요 너무 이뻐요ㅠㅠㅠ,@user-hv7je7pt9s
영상 보고 결론적으로 든 생각 사람들 오지랖 쩐다,@ehxbsj
두번째 별은 언제 올려주시나요 조곤조곤 말하는거 넘 좋아여,@kyh54
마인드가 정말 예쁜거 같아요,@user-ex1ud7vh5q
웃기는건 명품하울하는 남자유투버한테 여자친구가 사줬네 여자친구 등골을 빨아먹네 하는 댓글 안달린다는거 ㅋㅋ 지금 조선시대라 여자는 직업도 뭣도 없고 돈도 못버는 시대인가요ㅋㅋ 그리고 지 여자친구한테 명품사줄 능력 되는 남자들은 저렇게 구질구질거리는 댓글도 안달음 연애에 가성비 따져가면서 사는거 진짜 부끄럽지도 않은지 ㅋㅋ,@sss2674
우왕 용디님 근황 궁금했는데 오랜만에 용디님 이름 들으니 반갑네요 ㅎㅎ,@yongd7224
저도 예민하다 무시해라 참아라 이런 말들 너무 싫어요 무례하고 모욕적인 표현을 한 건 상대방인데 왜 내가 상처 입고도 하고픈 말도 못하고 그 모욕을 견뎌야 하나요 왜 피해자 보고  그런 말들을 쉽게 하는지 모르겠어요,@heeylee9902
한별님 그런 댓글 시냇물 흐르듯 흘려버려요  스트레스 안받았으면 좋겠어용,@yoonzupark4378
14252345 여기부터 하시는 말들 정말 예리하고 맞는 말이라고 생각해요 왜 악플 받는 사람을 참으라고 하죠 악플 받는것도 잘못인가요 그 사람들과 싸우자고 똑같이 악플을 단다는것도 아니고 안보이는척 무시하고 내가 참으면 그렇게 쌓이는 답답함과 스트레스는 누가 책임질거죠 결국 안으로 쌓이고 내 속이 썩으면 누구 좋으라고 한별님의 생각이 정말 맞다고 생각하고 항상 응원해요,@won52
저는 금수저는 돈이 아니라 부모님의 사랑을 잘 받고 큰 모든 사람들은 다 금수저라고 생각해요 여러분들도 다 금수저에요 그리고 금수저 은수저가 무슨 상관이에요 진짜 ㅠㅠ 수저가 뭐라고 퉤퉤퉤  ㅜㅜ,@hayomi2985
언니는 보면 볼수록 멋있는 사람같아요 닮고싶은 사람,@Wwananda
